Mã MH,Tên MH,Số tín chỉ,Nhóm lớp,DK/ Sĩ số,Ngôn ngữ,Nhóm LT,Giảng viên,Nhóm BT,Giảng viên BT/TN,Sĩ số LT,Thứ(Buổi 1),Tiết(Buổi 1),Phòng(Buổi 1),CS(Buổi 1),Thứ(Buổi 2),Tiết(Buổi 2),Phòng(Buổi 2),CS(Buổi 2),Thứ(Buổi 3),Tiết(Buổi 3),Phòng(Buổi 3),CS(Buổi 3)
EN3207 ,Kiểmsoát ônhiễm khôngkhí,3.0,CC01_CC01,4/23,TA,CC01,Nguyễn Nhật Huy ,CC01,Nguyễn Nhật Huy ,23,Thứ 3 ,3 4,B6-304 ,1 ,Thứ 6 ,8 9 10 11 12,B4-105 ,1 ,,,,
EN3207 ,Kiểmsoát ônhiễm khôngkhí,3.0,L01_L01,23/23,V,L01,Phan Xuân Thạnh ,L01,Phan Xuân Thạnh ,23,Thứ 2 ,8 9,H3-304 ,2 ,Thứ 5 ,8 9 10 11 12,H2-705 ,2 ,,,,
EN4029 ,Ptdl Gis &vt trg qltn&mt,3.0,CC01_CC01,14/20,TA,CC01,Lê Văn Trung ,CC01,Lê Văn Trung ,20,Thứ 2 ,2 3 4 5 6,B10-203 ,1 ,Thứ 7 ,2 3,B2-201 ,1 ,,,,
GE2011 ,C/sở khoa học đ/c dầukhí,3.0,L01_L01,18/60,V,L01,Thái Bá Ngọc ,L01,Thái Bá Ngọc ,60,Thứ 3 ,4 5,H3-101 ,2 ,Thứ 6 ,4 5,H2-404 ,2 ,,,,
GE2031 ,Địa chất thủy văn,3.0,L01_L01,39/80,V,L01,Tô Viết Nam ,L01,Phạm Minh Tuấn ,80,Thứ 5 ,4 5,H3-505 ,2 ,Thứ 5 ,4 5,H3-505 ,2 ,Thứ 5 ,11 12,H3-104 ,2 
GE2033 ,T/thể-k/vật-thạch học+tt,3.0,CC01_CC01,17/23,TA,CC01,Đổng Uyên Thanh ,CC01,Đổng Uyên Thanh ,23,Thứ 2 ,9 10,B6-303 ,1 ,Thứ 4 ,8 9 10 11 12,B8-202 ,1 ,,,,
GE2033 ,T/thể-k/vật-thạch học+tt,3.0,L01_L01,30/30,V,L01,Đổng Uyên Thanh ,L01,Đổng Uyên Thanh ,60,Thứ 2 ,4 5,H3-302 ,2 ,Thứ 3 ,8 9 10 11 12,B8-202 ,1 ,,,,
GE2033 ,T/thể-k/vật-thạch học+tt,3.0,L01_L02,20/30,V,L01,Đổng Uyên Thanh ,L02,Đổng Uyên Thanh ,60,Thứ 2 ,4 5,H3-302 ,2 ,Thứ 6 ,2 3 4 5 6,B8-202 ,1 ,,,,
GE2033 ,T/thể-k/vật-thạch học+tt,3.0,L02_L03,23/30,V,L02,Đổng Uyên Thanh ,L03,Phí Hoàng Quang Trung ,60,Thứ 3 ,4 5,H6-313 ,2 ,Thứ 6 ,8 9 10 11 12,B8-202 ,1 ,,,,
GE2033 ,T/thể-k/vật-thạch học+tt,3.0,L02_L04,30/30,V,L02,Đổng Uyên Thanh ,L04,Đổng Uyên Thanh ,60,Thứ 3 ,4 5,H6-313 ,2 ,Thứ 5 ,8 9 10 11 12,B8-202 ,1 ,,,,
GE2035 ,Đchất k/trúc &đo vẽ bđđc,3.0,CC01_CC01,22/45,TA,CC01,Nguyễn Huỳnh Thông ,CC01,Nguyễn Huỳnh Thông ,45,Thứ 5 ,9 10,B6-305 ,1 ,Thứ 6 ,4 5,B1-303 ,1 ,Thứ 6 ,4 5,B1-303 ,1 
GE2035 ,Đchất k/trúc &đo vẽ bđđc,3.0,L01_L01,57/80,V,L01,Nguyễn Huỳnh Thông ,L01,Nguyễn Huỳnh Thông ,80,Thứ 4 ,9 10,H6-112 ,2 ,Thứ 4 ,9 10,H6-112 ,2 ,Thứ 4 ,11 12,H2-305 ,2 
GE2035 ,Đchất k/trúc &đo vẽ bđđc,3.0,L02_L02,50/80,V,L02,Nguyễn Huỳnh Thông ,L02,Nguyễn Huỳnh Thông ,80,Thứ 3 ,2 3,H6-313 ,2 ,Thứ 4 ,9 10,H6-112 ,2 ,Thứ 4 ,9 10,H6-112 ,2 
GE2041 ,Địa vật lý dầu khí,3.0,L01_L01,12/60,V,L01,Nguyễn Xuân Khá ,L01,Thái Bá Ngọc ,60,Thứ 2 ,7 8,H6-210 ,2 ,Thứ 2 ,7 8,H6-210 ,2 ,Thứ 5 ,7 8,H6-214 ,2 
GE3045 ,Pp minh giải tài liệu đc,3.0,L01_L01,23/60,V,L01,Nguyễn Xuân Khá ,L01,Nguyễn Xuân Khá ,60,Thứ 4 ,7 8,H3-503 ,2 ,Thứ 6 ,7 8,H3-404 ,2 ,,,,
GE3105 ,Đặc trưng hóa & mhh vỉa,3.0,CC01_CC01,12/45,TA,CC01,Trần Văn Xuân ,CC01,Trần Văn Xuân ,45,Thứ 2 ,10 11,B4-402 ,1 ,Thứ 5 ,2 3,A4-312 ,1 ,,,,
GE3105 ,Đặc trưng hóa & mhh vỉa,3.0,L01_L01,25/60,V,L01,Thái Bá Ngọc ,L01,Thái Bá Ngọc ,120,Thứ 2 ,4 5,H3-104 ,2 ,Thứ 2 ,4 5,H3-104 ,2 ,Thứ 4 ,11 12,H6-112 ,2 
GE3105 ,Đặc trưng hóa & mhh vỉa,3.0,L01_L02,16/60,V,L01,Thái Bá Ngọc ,L02,Thái Bá Ngọc ,120,Thứ 2 ,4 5,H3-104 ,2 ,Thứ 2 ,4 5,H3-104 ,2 ,Thứ 4 ,11 12,H6-112 ,2 
IU1005 ,Cơ kỹ thuật,3.0,L01_L01,48/80,V,L01,Bùi Thanh Luân ,L01,Bùi Thanh Luân ,80,Thứ 4 ,7 8,H3-303 ,2 ,Thứ 4 ,11 12,H6-210 ,2 ,,,,
IU1005 ,Cơ kỹ thuật,3.0,L02_L02,67/80,V,L02,Phạm Huy Hoàng ,L02,Phạm Huy Hoàng ,80,Thứ 4 ,9 10,H3-502 ,2 ,Thứ 4 ,11 12,H6-313 ,2 ,,,,
IU2001 ,Cơ học vật liệu,3.0,L01_L01,65/70,V,L01,Lê Hoài Phương ,L01,Lê Hoài Phương ,70,Thứ 2 ,2 3,H6-210 ,2 ,Thứ 4 ,2 3,H6-109 ,2 ,,,,
IU2003 ,Mạch điện,3.0,L01_L01,63/70,V,L01, ,L01, ,70,Thứ 2 ,4 5,H6-110 ,2 ,Thứ 4 ,4 5,H6-206 ,2 ,,,,
IU2011 ,Kỹ thuật điện tử,3.0,L01_L01,23/22,V,L01,Võ Duy Công ,L01,Võ Duy Công ,44,Thứ 3 ,4 5,H3-207 ,2 ,Thứ 5 ,2 3 4 5 6,C1-206B ,1 ,,,,
IU2011 ,Kỹ thuật điện tử,3.0,L01_L02,15/22,V,L01,Võ Duy Công ,L02,Phan Xuân Trung ,44,Thứ 3 ,4 5,H3-207 ,2 ,Thứ 5 ,8 9 10 11 12,C1-206B ,1 ,,,,
IU2011 ,Kỹ thuật điện tử,3.0,L02_L04,22/22,V,L02,Võ Duy Công ,L04,Võ Duy Công ,22,Thứ 4 ,2 3 4 5 6,C1-206B ,1 ,Thứ 5 ,11 12,H6-212 ,2 ,,,,
IU2011 ,Kỹ thuật điện tử,3.0,L03_L08,22/22,V,L03,Võ Duy Công ,L08,Phan Xuân Trung ,22,Thứ 3 ,2 3,H6-214 ,2 ,Thứ 4 ,8 9 10 11 12,C1-206B ,1 ,,,,
IU2017 ,Công nghệ hàn,2.0,L01_L01,19/25,V,L01,Nguyễn Quang ,L01,Nguyễn Quang ,25,Thứ 6 ,2 3 4,C1-108B ,1 ,Thứ 6 ,8 9,H3-504 ,2 ,,,,
IU2021 ,Tổ chức quảnlý bảo dưỡng,3.0,L01_L01,40/80,V,L01,Lê Hoàng Thiện ,L01,Lê Hoàng Thiện ,80,Thứ 3 ,2 3,H3-303 ,2 ,Thứ 5 ,2 3,H6-112 ,2 ,,,,
IU2021 ,Tổ chức quảnlý bảo dưỡng,3.0,L02_L02,51/80,V,L02,Nguyễn Thanh Trương ,L02,Nguyễn Thanh Trương ,80,Thứ 3 ,2 3,H3-205 ,2 ,Thứ 3 ,4 5,H3-505 ,2 ,,,,
IU3011 ,Kỹ thuật lập trình PLC,3.0,L01_L01,20/20,V,L01,Đặng Anh Duy ,L01,Đặng Anh Duy ,40,Thứ 2 ,4 5,H3-103 ,2 ,Thứ 7 ,2 3 4 5 6,C1-207B ,1 ,,,,
IU3011 ,Kỹ thuật lập trình PLC,3.0,L01_L03,19/20,V,L01,Đặng Anh Duy ,L03,Nguyễn Thanh Trương ,40,Thứ 2 ,4 5,H3-103 ,2 ,Thứ 4 ,8 9 10 11 12,C1-207B ,1 ,,,,
IU3011 ,Kỹ thuật lập trình PLC,3.0,L02_L05,21/20,V,L02,Nguyễn Thanh Trương ,L05,Đặng Anh Duy ,20,Thứ 2 ,9 10,H3-305 ,2 ,Thứ 7 ,8 9 10 11 12,C1-207B ,1 ,,,,
IU3011 ,Kỹ thuật lập trình PLC,3.0,L03_L07,20/20,V,L03,Đặng Anh Duy ,L07,Nguyễn Thanh Trương ,20,Thứ 5 ,2 3 4 5 6,C1-207B ,1 ,Thứ 6 ,7 8,H3-207 ,2 ,,,,
IU3019 ,Máy điện,2.0,L01_L01,18/30,V,L01,Nguyễn Ngọc Phúc Diễm ,L01,Nguyễn Thanh Tâm ,30,Thứ 2 ,8 9 10 11 12,B1-103 ,1 ,Thứ 4 ,4 5,H6-210 ,2 ,,,,
IU3057 ,Công nghệ cơ khí 1,3.0,L01_L01,18/80,V,L01,Nguyễn Trí Dũng ,L01,Nguyễn Trí Dũng ,80,Thứ 3 ,2 3,H2-405 ,2 ,Thứ 4 ,9 10,H3-104 ,2 ,,,,
IU3057 ,Công nghệ cơ khí 1,3.0,L03_L03,26/80,V,L03,Bùi Thanh Luân ,L03,Bùi Thanh Luân ,80,Thứ 3 ,4 5,H3-302 ,2 ,Thứ 3 ,7 8,H3-502 ,2 ,,,,
IU3059 ,Công nghệ điện,4.0,L01_L03,20/20,V,L01,Nguyễn Trí Dũng ,L03,Nguyễn Trí Dũng ,20,Thứ 2 ,9 10 11,H6-113 ,2 ,Thứ 6 ,8 9 10 11 12,C1-204B ,1 ,,,,
IU3059 ,Công nghệ điện,4.0,L03_L08,20/20,V,L03,Nguyễn Trí Dũng ,L08, ,20,Thứ 2 ,8 9 10 11 12,C1-204B ,1 ,Thứ 3 ,9 10 11,H6-310 ,2 ,,,,
IU3061 ,Công nghệ cơ khí 2,3.0,L03_L07,17/20,V,L03,Nguyễn Trí Dũng ,L07,Trần Văn Bình ,40,Thứ 5 ,9 10,H3-304 ,2 ,Thứ 6 ,8 9 10 11 12,C1-110B ,1 ,,,,
IU3061 ,Công nghệ cơ khí 2,3.0,L03_L08,21/20,V,L03,Nguyễn Trí Dũng ,L08,Nguyễn Quang ,40,Thứ 2 ,2 3 4 5 6,C1-110B ,1 ,Thứ 5 ,9 10,H3-304 ,2 ,,,,
IU3067 ,Công nghệ lạnh &điều hòa,3.0,L01_L01,25/25,V,L01,Trần Văn Thống ,L01,Trần Văn Thống ,25,Thứ 3 ,2 3 4 5 6,C1-102B ,1 ,Thứ 6 ,2 3,H6-109 ,2 ,,,,
IU3067 ,Công nghệ lạnh &điều hòa,3.0,L02_L04,10/25,V,L02,Trần Văn Thống ,L04, ,25,Thứ 3 ,8 9 10 11 12,C1-102B ,1 ,Thứ 6 ,9 10,H6-112 ,2 ,,,,
IU3067 ,Công nghệ lạnh &điều hòa,3.0,L03_L05,25/25,V,L03,Trần Văn Thống ,L05,Trần Văn Thống ,25,Thứ 3 ,11 12,H6-208 ,2 ,Thứ 5 ,2 3 4 5 6,C1-102B ,1 ,,,,
IU3091 ,Kỹ thuật bôi trơn c/n,3.0,L01_L02,26/25,V,L01,Nguyễn Thanh Trương ,L02,Nguyễn Thị Hồng Ngân ,50,Thứ 4 ,2 3,H6-213 ,2 ,Thứ 5 ,8 9 10 11 12,C1-107B ,1 ,,,,
IU3091 ,Kỹ thuật bôi trơn c/n,3.0,L01_L03,18/25,V,L01,Nguyễn Thanh Trương ,L03,Nguyễn Thị Hồng Ngân ,50,Thứ 2 ,2 3 4 5 6,C1-107B ,1 ,Thứ 4 ,2 3,H6-213 ,2 ,,,,
IU4001 ,Công nghệ điện,2.0,L01_L01,16/25,V,L01,Nguyễn Trí Dũng ,L01,Nguyễn Trí Dũng ,25,Thứ 4 ,11 12,H6-212 ,2 ,Thứ 7 ,2 3 4,C1-204B ,1 ,,,,
IU4009 ,K/thuật giámsát tìnhtrạg,2.0,L01_L01,15/30,V,L01,Lê Hoàng Thiện ,L01,Lê Hoàng Thiện ,30,Thứ 3 ,4 5,H3-005 ,2 ,Thứ 3 ,9 10 11,C1-107B2 ,1 ,,,,
IU4015 ,Công nghệ thủy lực,3.0,L01_L02,21/25,V,L01,Lê Hoàng Thiện ,L02,Lê Hoàng Thiện ,25,Thứ 2 ,11 12,H3-103 ,2 ,Thứ 4 ,2 3 4 5 6,C1-104B ,1 ,,,,
IU4015 ,Công nghệ thủy lực,3.0,L03_L05,21/25,V,L03,Lê Hoàng Thiện ,L05,Lê Hoàng Thiện ,25,Thứ 4 ,8 9 10 11 12,C1-104B ,1 ,Thứ 6 ,4 5,H6-313 ,2 ,,,,
MA1003 ,Cơ sở khoa học vật liệu,3.0,L01_L01,62/80,V,L01,Cao Xuân Việt ,L01,Cao Xuân Việt ,80,Thứ 2 ,2 3,H3-302 ,2 ,Thứ 6 ,9 10,H6-210 ,2 ,,,,
MA1003 ,Cơ sở khoa học vật liệu,3.0,L02_L02,79/80,V,L02,Đỗ Quang Minh ,L02,Đỗ Quang Minh ,80,Thứ 2 ,4 5,H6-411 ,2 ,Thứ 2 ,4 5,H6-411 ,2 ,Thứ 6 ,4 5,H6-206 ,2 
MA1003 ,Cơ sở khoa học vật liệu,3.0,L03_L03,64/80,V,L03,Trần Văn Khải ,L03,Lương Thị Quỳnh Anh ,80,Thứ 4 ,7 8,H3-304 ,2 ,Thứ 6 ,11 12,H3-302 ,2 ,,,,
MA2007 ,Hóa học polyme,3.0,L01_L01,45/60,V,L01,La Thị Thái Hà ,L01,La Thị Thái Hà ,60,Thứ 5 ,5 6,H6-109 ,2 ,Thứ 6 ,11 12,H3-206 ,2 ,,,,
MA2011 ,Điện hóa học,3.0,L01_L01,23/60,V,L01,Lưu Hoàng Tâm ,L01,Lưu Hoàng Tâm ,60,Thứ 4 ,11 12,H3-102 ,2 ,Thứ 6 ,7 8,H3-206 ,2 ,,,,
MA2013 ,Các nguồn n/lượng táitạo,3.0,L01_L01,27/60,V,L01,Bùi Thị Thảo Nguyên ,L01,Bùi Thị Thảo Nguyên ,60,Thứ 6 ,5 6,H3-104 ,2 ,Thứ 6 ,11 12,H3-405 ,2 ,,,,
MA2015 ,Hóa lý polymer,3.0,L01_L01,42/60,V,L01,La Thị Thái Hà ,L01,La Thị Thái Hà ,60,Thứ 4 ,4 5,H3-502 ,2 ,Thứ 6 ,4 5,H3-304 ,2 ,,,,
MA2015 ,Hóa lý polymer,3.0,P01_P01,9/60,V,P01,La Thị Thái Hà ,P01,La Thị Thái Hà ,60,Thứ 2 ,4 5,B4-403 ,1 ,Thứ 5 ,2 3,B4-403 ,1 ,,,,
MA2033 ,Vật lý chất rắn,3.0,L01_L01,70/80,V,L01,Nguyễn Thị Mỹ Anh ,L01,Vũ Anh Quang ,80,Thứ 6 ,2 3,H6-313 ,2 ,Thứ 6 ,7 8,H2-403 ,2 ,,,,
MA2033 ,Vật lý chất rắn,3.0,L02_L02,74/80,V,L02,Nguyễn Thị Mỹ Anh ,L02,Nguyễn Thị Mỹ Anh ,80,Thứ 5 ,2 3,H6-214 ,2 ,Thứ 6 ,2 3,H6-110 ,2 ,,,,
MA2033 ,Vật lý chất rắn,3.0,L03_L03,65/80,V,L03,Lê Văn Thăng ,L03,Lê Văn Thăng ,80,Thứ 4 ,9 10,H3-305 ,2 ,Thứ 5 ,2 3,H3-402 ,2 ,,,,
MA2035 ,Công nghệ vật liệu,3.0,P01_P01,13/80,V,P01,Bùi Văn Tiến ,P01,Bùi Văn Tiến ,80,Thứ 4 ,2 3,B4-504 ,1 ,Thứ 4 ,11 12,B1-307 ,1 ,,,,
MA2037 ,Hóa lý - cn vật liệu,3.0,P01_P01,10/30,V,P01,Phạm Trung Kiên ,P01,Phạm Trung Kiên ,30,Thứ 2 ,2 3,B4-405 ,1 ,Thứ 2 ,2 3,B4-405 ,1 ,Thứ 2 ,4 5,A4-312 ,1 
MA2039 ,Hóa hữu cơ - cn vật liệu,3.0,P01_P01,11/25,V,P01,Nguyễn Thị Lê Thanh ,P01,Bùi Văn Tiến ,25,Thứ 2 ,7 8,B6-303 ,1 ,Thứ 5 ,2 3 4 5 6,C3-105 ,1 ,,,,
MA3007 ,P/pháp đánh giá vật liệu,3.0,L01_L01,26/60,V,L01, ,L01, ,60,Thứ 3 ,2 3,H3-302 ,2 ,Thứ 6 ,2 3,H6-411 ,2 ,,,,
MA3019 ,K/t sx các chất cao p/tử,3.0,P01_P01,8/29,V,P01,Huỳnh Đại Phú ,P01, ,29,Thứ 2 ,2 3,B4-402 ,1 ,Thứ 3 ,2 3 4 5 6,C3-104 ,1 ,,,,
MA3031 ,Vl chuyển hóa &tồntrữ nl,3.0,L01_L01,16/60,V,L01,Nguyễn Trần Hà ,L01,Nguyễn Trần Hà ,60,Thứ 4 ,4 5,H3-305 ,2 ,Thứ 6 ,11 12,H3-502 ,2 ,,,,
MA3077 ,Vật liệu kỹ thuật,3.0,L01_L01,44/80,V,L01,Lê Quốc Phong ,L01,Lê Quốc Phong ,80,Thứ 3 ,2 3,H6-414 ,2 ,Thứ 4 ,4 5,H6-514 ,2 ,,,,
MA3085 ,Hóa học & hóa lý silicat,4.0,L01_L01,24/60,V,L01,Đỗ Quang Minh ,L01,Đỗ Quang Minh ,60,Thứ 3 ,9 10 11,H6-414 ,2 ,Thứ 3 ,9 10 11,H6-414 ,2 ,Thứ 4 ,2 3,H3-206 ,2 
MA3089 ,"Q/trình & t/bị cơ,nhiệt",4.0,L01_L01,20/60,V,L01,Nguyễn Khánh Sơn ,L01,Nguyễn Khánh Sơn ,60,Thứ 2 ,4 5 6,H6-415 ,2 ,Thứ 2 ,4 5 6,H6-415 ,2 ,Thứ 2 ,11 12,H3-503 ,2 
MA3101 ,Truyền nhiệt &truyềnkhối,3.0,L01_L01,49/80,V,L01,Bùi Thị Thảo Nguyên ,L01,Lê Minh Sơn ,80,Thứ 2 ,8 9,H6-213 ,2 ,Thứ 2 ,8 9,H6-213 ,2 ,Thứ 2 ,8 9,H6-213 ,2 
MA3101 ,Truyền nhiệt &truyềnkhối,3.0,L02_L02,37/80,V,L02,Bùi Thị Thảo Nguyên ,L02,Lê Minh Sơn ,80,Thứ 2 ,2 3,H6-414 ,2 ,Thứ 2 ,2 3,H6-414 ,2 ,Thứ 2 ,2 3,H6-414 ,2 
MA3103 ,Kimloại học &nhiệt luyện,4.0,L01_L01,21/20,V,L01,Trần Văn Khải ,L01,Trần Hoàng Minh ,20,Thứ 3 ,8 9 10 11 12,H2-107 ,2 ,Thứ 5 ,2 3 4,H6-210 ,2 ,,,,
MA3105 ,Luyện kim đen,3.0,L01_L01,31/60,V,L01,Huỳnh Công Khanh ,L01,Huỳnh Công Khanh ,60,Thứ 4 ,7 8,H3-104 ,2 ,Thứ 4 ,11 12,H2-402 ,2 ,,,,
MA3107 ,"Các pppt&đgvl:tctv,tph,p",3.0,L01_L01,20/20,V,L01,Phạm Trung Kiên ,L01,Trần Văn Khải ,20,Thứ 2 ,2 3 4 5 6,H2-107 ,2 ,Thứ 6 ,2 3,H3-103 ,2 ,Thứ 6 ,2 3,H3-103 ,2 
MA3111 ,Vật lý vật liệu,3.0,P01_P01,22/80,V,P01, ,P01,Vũ Anh Quang ,80,Thứ 3 ,11 12,B4-502 ,1 ,Thứ 5 ,4 5,B1-211 ,1 ,,,,
MA3113 ,Hóa học vật liệu,3.0,P01_P01,16/80,V,P01,Vũ Anh Quang ,P01,VƠÔng Vĩnh Ÿôt ,80,Thứ 4 ,7 8,B4-303 ,1 ,Thứ 5 ,2 3,B1-201 ,1 ,,,,
MA3137 ,Kỹ thuật xúc tác,3.0,P01_P01,10/60,V,P01, ,P01, ,60,Thứ 2 ,5 6,B6-303 ,1 ,Thứ 6 ,11 12,B10-203 ,1 ,,,,
MA3147 ,Công nghệ vật liệu đc,3.0,P01_P01,13/60,V,P01,Nguyễn Ngọc Trí Huỳnh ,P01,VƠÔng Vĩnh Ÿôt ,60,Thứ 2 ,7 8,B4-403 ,1 ,Thứ 2 ,7 8,B4-403 ,1 ,Thứ 2 ,9 10,B4-504 ,1 
MA3153 ,Mt &atnmsx & gia công vl,3.0,L01_L01,29/60,V,L01,Huỳnh Đại Phú ,L01,Huỳnh Đại Phú ,60,Thứ 2 ,9 10,H3-206 ,2 ,Thứ 2 ,9 10,H3-206 ,2 ,Thứ 2 ,9 10,H3-206 ,2 
MA4067 ,Kỹ thuật gia công polyme,4.0,L01_L02,26/30,V,L01,Huỳnh Đại Phú ,L02,Bùi Văn Tiến ,30,Thứ 2 ,2 3 4 5 6,H2-000 ,2 ,Thứ 3 ,2 3 4,H3-201 ,2 ,,,,
MA4069 ,Các t/chất của vl polyme,3.0,L01_L01,26/60,V,L01,Nguyễn Thị Lệ Thu ,L01,Nguyễn Thị Lệ Thu ,60,Thứ 3 ,5 6,H6-504 ,2 ,Thứ 4 ,4 5,H6-109 ,2 ,,,,
MA4083 ,Vậtliệu polyme composite,3.0,L01_L01,24/60,V,L01,Cao Xuân Việt ,L01,Cao Xuân Việt ,60,Thứ 5 ,2 3,H3-503 ,2 ,Thứ 6 ,11 12,H3-102 ,2 ,,,,
MA4087 ,"C/nghệ xi-măng, bê tông",4.0,L01_L01,23/60,V,L01,Huỳnh Ngọc Minh ,L01,Huỳnh Ngọc Minh ,60,Thứ 2 ,7 8 9,H6-313 ,2 ,Thứ 2 ,7 8 9,H6-313 ,2 ,Thứ 4 ,11 12,H3-505 ,2 
MA4091 ,Vật liệu môi trường,3.0,L01_L01,10/60,V,L01,Phạm Trung Kiên ,L01,Phạm Trung Kiên ,60,Thứ 5 ,11 12,H3-101 ,2 ,Thứ 6 ,2 3,H3-503 ,2 ,,,,
MA4103 ,Luyện kim màu,3.0,L01_L02,14/15,V,L01,Huỳnh Công Khanh ,L02,Huỳnh Công Khanh ,30,Thứ 2 ,2 3,H3-402 ,2 ,Thứ 3 ,2 3 4 5 6,C3-103 ,1 ,,,,
MA4103 ,Luyện kim màu,3.0,L01_L03,15/15,V,L01,Huỳnh Công Khanh ,L03,Huỳnh Công Khanh ,30,Thứ 2 ,2 3,H3-402 ,2 ,Thứ 5 ,2 3 4 5 6,C3-103 ,1 ,,,,
MA4125 ,Tạo hình kim loại,4.0,L01_L01,31/60,V,L01,Nguyễn Đăng Khoa ,L01,Nguyễn Đăng Khoa ,60,Thứ 3 ,9 10 11,H3-104 ,2 ,Thứ 6 ,11 12,H2-402 ,2 ,,,,
MA4139 ,Kỹ thuật phântích hóa lý,3.0,P01_P01,9/60,V,P01,Vũ Anh Quang ,P01,VƠÔng Vĩnh Ÿôt ,60,Thứ 5 ,4 5,B4-301 ,1 ,Thứ 6 ,9 10,B1-307 ,1 ,,,,
MA4141 ,Công nghệ điện hóa,3.0,P01_P01,9/60,V,P01,Vũ Anh Quang ,P01,VƠÔng Vĩnh Ÿôt ,60,Thứ 3 ,4 5,B6-302 ,1 ,Thứ 6 ,4 5,A4-312 ,1 ,,,,
ME1003 ,Cơ khí đại cương,3.0,CN01_CN01,16/20,V,CN01,Trần Hải Nam ,CN01,Trần Hải Nam ,40,Thứ 5 ,4 5,B10-206 ,1 ,,,,1 ,,,,
ME1003 ,Cơ khí đại cương,3.0,CN01_CN02,16/20,V,CN01,Trần Hải Nam ,CN02, ,40,Thứ 5 ,4 5,B10-206 ,1 ,,,,1 ,,,,
ME1003 ,Cơ khí đại cương,3.0,L01_L01,20/20,V,L01, ,L01, ,60,Thứ 5 ,11 12,H3-502 ,2 ,,,,1 ,,,,
ME1003 ,Cơ khí đại cương,3.0,L01_L02,20/20,V,L01, ,L02, ,60,Thứ 5 ,11 12,H3-502 ,2 ,,,,1 ,,,,
ME1003 ,Cơ khí đại cương,3.0,L01_L03,20/20,V,L01, ,L03, ,60,Thứ 5 ,11 12,H3-502 ,2 ,,,,1 ,,,,
ME1015 ,Nguyên lý máy,4.0,CC01_CC01,45/45,TA,CC01,Phạm Huy Hoàng ,CC01,Phạm Huy Hoàng ,45,Thứ 4 ,2 3 4,B4-402 ,1 ,Thứ 4 ,5 6,B1-315 ,1 ,,,,
ME1015 ,Nguyên lý máy,4.0,CC02_CC02,44/45,TA,CC02,Phạm Minh Tuấn ,CC02,Phạm Minh Tuấn ,45,Thứ 4 ,9 10,B10-206 ,1 ,Thứ 5 ,4 5 6,C6-602 ,1 ,,,,
ME1015 ,Nguyên lý máy,4.0,CC03_CC03,45/45,TA,CC03, ,CC03, ,45,Thứ 3 ,2 3 4,B4-303 ,1 ,Thứ 4 ,11 12,B10-207 ,1 ,,,,
ME1015 ,Nguyên lý máy,4.0,L01_L01,79/80,V,L01,Vũ Như Phan Thiện ,L01,Vũ Như Phan Thiện ,80,Thứ 4 ,2 3,H6-210 ,2 ,Thứ 6 ,2 3 4,H3-403 ,2 ,,,,
ME1015 ,Nguyên lý máy,4.0,L02_L02,80/80,V,L02,Vũ Như Phan Thiện ,L02,Vũ Như Phan Thiện ,80,Thứ 6 ,8 9 10,H6-213 ,2 ,Thứ 6 ,11 12,H6-110 ,2 ,,,,
ME1015 ,Nguyên lý máy,4.0,L03_L03,73/80,V,L03,Nguyễn Văn Thạnh ,L03,Nguyễn Văn Thạnh ,80,Thứ 5 ,2 3 4,H6-109 ,2 ,Thứ 6 ,7 8,H2-407 ,2 ,,,,
ME1015 ,Nguyên lý máy,4.0,P01_P01,17/80,V,P01,Bùi Trọng Hiếu ,P01,Bùi Trọng Hiếu ,80,Thứ 2 ,2 3 4,B1-307 ,1 ,Thứ 6 ,2 3,B10-202 ,1 ,,,,
ME1015 ,Nguyên lý máy,4.0,Z3CK_Z3CK,35/40,V,Z3CK,Vũ Công Hòa ,Z3CK,Vũ Công Hòa ,40,Thứ 4 ,13 14 15,DP- COSOLIENKET ,1 ,Thứ 7 ,13 14,DP- COSOLIENKET ,1 ,,,,
ME1015 ,Nguyên lý máy,4.0,Z3LI_Z3LI,20/20,V,Z3LI,Phạm Minh Tuấn ,Z3LI,Phạm Minh Tuấn ,20,Thứ 7 ,2 3 4,DP- COSOLIENKET ,1 ,Thứ 7 ,5 6,DP- COSOLIENKET ,1 ,,,,
ME2003 ,Nguyên lý máy,3.0,CC01_CC01,33/45,TA,CC01,Phạm Huy Hoàng ,CC01,Phạm Huy Hoàng ,45,Thứ 2 ,5 6,C6-602 ,1 ,Thứ 5 ,4 5,B4-504 ,1 ,,,,
ME2003 ,Nguyên lý máy,3.0,CC02_CC02,40/45,TA,CC02,Nguyễn Tấn Tiến ,CC02,Nguyễn Tấn Tiến ,45,Thứ 2 ,9 10,B1-315 ,1 ,Thứ 5 ,4 5,B4-504 ,1 ,,,,
ME2003 ,Nguyên lý máy,3.0,L01_L01,70/80,V,L01,Vũ Như Phan Thiện ,L01,Vũ Như Phan Thiện ,80,Thứ 4 ,9 10,H3-504 ,2 ,Thứ 5 ,4 5,H6-112 ,2 ,,,,
ME2003 ,Nguyên lý máy,3.0,L02_L02,60/80,V,L02,Bùi Trọng Hiếu ,L02,Bùi Trọng Hiếu ,80,Thứ 4 ,2 3,H2-405 ,2 ,Thứ 5 ,4 5,H6-112 ,2 ,,,,
